l,n,freq,freq_err,height,height_err,width,width_err
1.0,-1.0,2487.570091181346,3.7915171857108323,0.33721346936040447,0.4588089668890909,1.6644215775271756,2.4685941445146167
1.0,-1.0,2761.534032496388,0.31493427681971775,5.610517020176755,4.070314369155642,0.816317246233314,0.5340001624377031
1.0,-1.0,2899.287166541683,0.13681406207789576,14.934996973865097,12.382312707579098,0.49284625438235297,0.28444150277265073
1.0,-1.0,3037.4512643530365,0.19524123213143665,10.635594828671886,7.44315181202528,0.8404126652078158,0.35957484014788393
1.0,-1.0,3175.148961753263,0.21325670261010163,9.659137995442329,6.208158598853383,0.9991236798381791,0.44093713976452714
1.0,-1.0,3313.5572754810687,0.2291609557257673,8.843240094952638,5.413594685744554,1.1897391307867393,0.4818177282146228
1.0,-1.0,3452.0926756035374,0.4136130352328031,4.206688942708039,2.4576510618214167,2.043297727713289,1.0361203616079964
1.0,-1.0,3590.234149059864,1.5570107196704,1.3673883791445307,1.2710653260609706,2.420916993847534,2.759150794346909
0.0,17.0,2557.9199067231184,3.0740029301861305,0.5406095612463796,0.534516196462781,2.392168945694618,2.8285377251971444
0.0,18.0,2696.0052888560745,1.0423550765910836,2.55204894807153,2.204204305281628,1.4161841036398255,1.4437062677289487
0.0,19.0,2834.4139204930443,1.0885452573358299,1.910152782537064,1.529236699077042,1.7865522531862736,1.284661236464969
0.0,20.0,2971.430988172669,0.35433487733681035,4.7640713315049235,3.9057163110491793,0.7506955270204212,0.4251832159548331
0.0,21.0,3109.3819091376363,0.2873435481486705,5.81186978661547,4.343988806408448,1.294214443665319,0.6555338539151134
0.0,22.0,3247.1139059574352,0.230952559895007,7.750737886856487,5.480059379273271,0.8880046112141695,0.36329043551235374
0.0,23.0,3385.950827604451,3.0649065953254637,1.4216921620318772,1.5657769620923379,2.229754899403345,2.6122097914915976
0.0,24.0,3523.184689670068,0.8607056323315531,2.351172778594422,2.203184971455235,1.3035436652620143,1.3739320043803667
2.0,18.0,2824.2241633600515,1.1480023844810543,2.313639429614077,2.1572872757644332,1.3863115790861062,1.2462051797209537
2.0,20.0,3099.78503667959,1.0378099246626435,3.4581842174981636,3.491399604250058,0.8635046004954928,0.9169961617986122
2.0,21.0,3239.883053947119,2.9123126262964174,2.343246932036879,3.2142211757714727,0.775968459427897,0.8300010076789768
2.0,22.0,3377.0496720019073,0.5463215211152497,2.854681180274048,2.3141589819875414,1.15909732967194,1.002044775290128
