l,n,freq,freq_err,height,height_err,width,width_err
1.0,-1.0,2583.4146198179774,1.107487089156432,2.1926949613276103,1.937494972143525,1.1948053688984637,1.0538131163077245
1.0,-1.0,2719.5813867271295,0.3857739557990789,3.4245486178310145,2.8111905375484145,0.9865530552179922,0.6656684054384753
1.0,-1.0,2855.3913535921306,0.25618299537635414,6.615955574466919,4.399826056490116,0.9662342316548125,0.575139727886113
1.0,-1.0,2991.9867163737267,0.36378319084612837,5.341790267790703,4.095172000008057,1.4343605934545534,0.9696979215621688
1.0,-1.0,3128.2416866235553,0.24635047591785186,8.809532808724494,6.080876897787142,0.7795401451346414,0.39678435663128164
1.0,-1.0,3264.454002538511,0.5774063601646522,2.9396310706384523,1.6970680671687413,2.392592960142853,1.1908605623496884
1.0,-1.0,3400.7377343375742,2.7793372632122217,1.3180760196918624,1.4165047620013667,1.3493199016792194,1.832045699643021
1.0,-1.0,3539.210022802853,3.606705831352307,0.8191036544615704,0.9097835774465388,1.892498292996531,2.474451153709259
1.0,-1.0,3676.3326538615406,3.8725760070747697,0.5584450908999081,0.5604598584278259,3.34818635540384,5.55442101124372
0.0,17.0,2519.20569422483,2.8375833215496957,1.2762355771402552,1.4675120958808443,1.0527309602602377,1.52381585926686
0.0,18.0,2654.054176508347,2.783821422747888,1.0864750555328426,1.1941084312100199,1.2775593943804124,1.3541557512084228
0.0,19.0,2789.8914822061665,1.9797763383852702,1.8386271747559846,1.9485364304846906,2.1749151090822334,2.1501334403384846
0.0,20.0,2926.5647153130617,1.5693854310306559,2.1437459314235454,2.0774593099189924,1.1258627139306843,1.0264054719417783
0.0,21.0,3062.614431402687,0.35992436960171914,3.4798696807881404,3.0001723126237745,0.8927283904786752,0.9844104727700129
0.0,22.0,3198.4408765260637,0.9388878079545602,1.6912505799745885,1.5952824916909358,1.6363913851521523,1.497480521970848
0.0,23.0,3335.230766834173,2.6985510381085347,1.255673765796434,1.4467961500790785,1.1001503438918512,1.565198770165446
0.0,24.0,3471.8910556098062,0.22768281214172084,3.4192784449664493,2.4148332815626903,0.8614600066905006,0.47034591191809
2.0,17.0,2646.9119564057737,3.8075312430538317,0.8994211628310707,1.0678297407413764,1.235427860493587,1.4864642493156592
2.0,18.0,2785.392734830926,3.288060606249469,1.3413159014774818,1.34960330031715,1.9794896473984762,2.0014143910015147
2.0,20.0,3055.1323281441646,2.1773480051938447,1.5229935850384844,1.478777884845878,1.823977755615975,1.8709471079704925
2.0,22.0,3326.622598717351,1.263745011678818,0.7616566456989199,0.879349160501496,1.1941520301934792,1.7799702310758851
2.0,23.0,3462.5729530898825,3.071211867643236,0.8316404796863627,0.9232951984358662,1.355655238993413,1.6517341956895453
